# Zenith RA (deg), Zenith Dec (deg), Time (Julian Date)
52.70438,38.34712,2460335.52250
133.38846,38.52356,2460343.72417
292.17533,38.38629,2460352.14167
168.55006,38.56539,2460360.77500
122.90520,38.50265,2460369.62417
155.28289,38.55387,2460378.68917
265.68897,38.44924,2460387.97000
93.63686,38.43673,2460397.46667
359.82422,38.29998,2460407.17917
343.83738,38.30694,2460417.10750
7.02461,38.30141,2460190.79167
84.85271,38.41961,2460191.00750
240.87092,38.49260,2460191.43917
114.42720,38.48491,2460192.08667
66.07392,38.37847,2460192.95000
95.63146,38.44408,2460194.02917
203.25369,38.54931,2460195.32417
28.54488,38.31620,2460196.83500
291.99311,38.38031,2460198.56167
273.21682,38.42177,2460200.50417
332.28523,38.31387,2460202.66250
109.18556,38.47422,2460205.03667
324.29086,38.32303,2460207.62667
257.20261,38.45808,2460210.43250
267.98280,38.43365,2460213.45417
356.57036,38.29850,2460216.69167
163.14672,38.55667,2460220.14500
47.60757,38.34180,2460223.81417
10.09485,38.29981,2460227.69917
50.37473,38.34626,2460231.80000
168.69776,38.56087,2460236.11667
4.86849,38.29737,2460240.64917
279.06849,38.40875,2460245.39750
271.06372,38.42750,2460250.36167
340.89293,38.30343,2460255.54167
128.59367,38.51483,2460260.93750
354.41768,38.29639,2460266.54917
298.15014,38.36752,2460272.37667
319.68062,38.32814,2460278.42000
58.98207,38.36052,2460284.67917
236.55388,38.50763,2460291.15417
131.66971,38.52111,2460297.84500
104.85246,38.46502,2460304.75167
156.03359,38.55590,2460311.87417
285.22443,38.39941,2460319.21250
131.97357,38.52144,2460326.76667
56.82766,38.35501,2460334.53667
59.59641,38.36045,2460342.52250
140.29689,38.53499,2460350.72417
299.06922,38.37172,2460359.14167
175.46200,38.56800,2460367.77500
129.81190,38.51594,2460376.62417
162.19411,38.56003,2460385.68917
272.58860,38.43313,2460394.97000
100.53745,38.45282,2460404.46667
6.71061,38.30051,2460414.17917
350.72419,38.30300,2460424.10750
13.91158,38.30382,2460197.79167
91.75127,38.43531,2460198.00750
247.77596,38.47850,2460198.43917
121.33202,38.49897,2460199.08667
72.96851,38.39301,2460199.95000
102.53237,38.45960,2460201.02917
210.16430,38.54254,2460202.32417
35.43347,38.32419,2460203.83500
298.88729,38.36594,2460205.56167
280.11492,38.40602,2460207.50417
339.17322,38.30703,2460209.66250
116.08935,38.48897,2460212.03667
331.17981,38.31424,2460214.62667
264.10424,38.44262,2460217.43250
274.88204,38.41784,2460220.45417
3.45706,38.29815,2460223.69167
170.05821,38.56079,2460227.14500
54.49872,38.35391,2460230.81417
16.98183,38.30329,2460234.69917
57.26625,38.35896,2460238.80000
175.60951,38.56354,2460243.11667
11.75525,38.29945,2460247.64917
285.96538,38.39320,2460252.39750
277.96235,38.41180,2460257.36167
347.78010,38.29896,2460262.54167
135.50118,38.52716,2460267.93750
1.30435,38.29563,2460273.54917
305.04305,38.35384,2460279.37667
326.56999,38.31849,2460285.42000
65.87517,38.37479,2460291.67917
243.45979,38.49426,2460298.15417
138.57786,38.53293,2460304.84500
111.75545,38.48050,2460311.75167
162.94480,38.56207,2460318.87417
292.11989,38.38438,2460326.21250
138.88181,38.53320,2460333.76667
63.72045,38.36894,2460341.53667
66.48965,38.37478,2460349.52250
147.20641,38.54487,2460357.72417
305.96182,38.35812,2460366.14167
182.37417,38.56870,2460374.77500
136.71982,38.52791,2460383.62417
169.10578,38.56436,2460392.68917
279.48671,38.41691,2460401.97000
107.43962,38.46855,2460411.46667
13.59727,38.30294,2460421.17917
357.61073,38.30084,2460431.10750
20.79891,38.30816,2460204.79167
98.65139,38.45096,2460205.00750
254.67954,38.46367,2460205.43917
128.23822,38.51204,2460206.08667
79.86457,38.40824,2460206.95000
109.43483,38.47485,2460208.02917
217.07426,38.53403,2460209.32417
42.32279,38.33382,2460210.83500
305.78019,38.35233,2460212.56167
287.01164,38.39059,2460214.50417
346.06073,38.30196,2460216.66250
122.99454,38.50287,2460219.03667
338.06786,38.30716,2460221.62667
271.00441,38.42679,2460224.43250
281.77988,38.40217,2460227.45417
10.34389,38.29975,2460230.69167
176.97003,38.56296,2460234.14500
61.39099,38.36730,2460237.81417
23.86921,38.30850,2460241.69917
64.15908,38.37271,2460245.80000
182.52152,38.56429,2460250.11667
18.64226,38.30333,2460254.64917
292.86075,38.37826,2460259.39750
284.85943,38.39621,2460264.36167
354.66698,38.29627,2460269.54167
142.40985,38.53808,2460274.93750
8.19096,38.29672,2460280.54917
311.93469,38.34136,2460286.37667
333.45840,38.31035,2460292.42000
72.76966,38.38977,2460298.67917
250.36435,38.47984,2460305.15417
145.48700,38.54326,2460311.84500
118.65994,38.49541,2460318.75167
169.85640,38.56640,2460325.87417
299.01387,38.36988,2460333.21250
145.79106,38.54339,2460340.76667
70.61452,38.38381,2460348.53667
73.38436,38.38991,2460356.52250
154.11675,38.55316,2460364.72417
312.85308,38.34552,2460373.14167
189.28620,38.56742,2460381.77500
143.62882,38.53855,2460390.62417
176.01783,38.56670,2460399.68917
286.38330,38.40107,2460408.97000
114.34320,38.48374,2460418.46667
20.48416,38.30730,2460428.17917
4.49719,38.30069,2460438.10750
27.68664,38.31429,2460211.79167
105.55296,38.46651,2460212.00750
261.58177,38.44825,2460212.43917
135.14559,38.52412,2460213.08667
86.76201,38.42387,2460213.95000
116.33863,38.48954,2460215.02917
223.98330,38.52411,2460216.32417
49.21313,38.34486,2460217.83500
312.67177,38.33991,2460219.56167
293.90679,38.37563,2460221.50417
352.94770,38.29872,2460223.66250
129.90102,38.51592,2460226.03667
344.95540,38.30182,2460228.62667
277.90302,38.41107,2460231.43250
288.67612,38.38684,2460234.45417
17.23083,38.30326,2460237.69167
183.88199,38.56337,2460241.14500
68.28461,38.38156,2460244.81417
30.75710,38.31563,2460248.69917
71.05317,38.38743,2460252.80000
189.43345,38.56317,2460257.11667
25.52972,38.30918,2460261.64917
299.75473,38.36390,2460266.39750
291.75507,38.38118,2460271.36167
1.55358,38.29557,2460276.54167
149.31948,38.54760,2460281.93750
15.07779,38.29982,2460287.54917
318.82514,38.33001,2460293.37667
340.34618,38.30397,2460299.42000
79.66559,38.40550,2460305.67917
257.26745,38.46484,2460312.15417
152.39713,38.55206,2460318.84500
125.56573,38.50934,2460325.75167
176.76843,38.56882,2460332.87417
305.90652,38.35639,2460340.21250
152.70127,38.55210,2460347.76667
77.51010,38.39929,2460355.53667
80.28048,38.40561,2460363.52250
161.02786,38.55964,2460371.72417
319.74329,38.33422,2460380.14167
196.19813,38.56421,2460388.77500
150.53880,38.54754,2460397.62417
182.92995,38.56718,2460406.68917
293.27841,38.38556,2460415.97000
121.24829,38.49812,2460425.46667
27.37166,38.31339,2460435.17917
11.38373,38.30237,2460445.10750
34.57507,38.32216,2460218.79167
112.45602,38.48154,2460219.00750
268.48242,38.43257,2460219.43917
142.05410,38.53483,2460220.08667
93.66102,38.43973,2460220.95000
123.24390,38.50350,2460222.02917
230.89138,38.51268,2460223.32417
56.10448,38.35728,2460224.83500
319.56227,38.32866,2460226.56167
300.80064,38.36146,2460228.50417
359.83453,38.29742,2460230.66250
136.80874,38.52771,2460233.03667
351.84240,38.29837,2460235.62667
284.80016,38.39546,2460238.43250
295.57102,38.37207,2460241.45417
24.11826,38.30860,2460244.69167
190.79390,38.56179,2460248.14500
75.17955,38.39673,2460251.81417
37.64576,38.32435,2460255.69917
77.94877,38.40280,2460259.80000
196.34525,38.56012,2460264.11667
32.41775,38.31668,2460268.64917
306.64734,38.35058,2460273.39750
298.64922,38.36670,2460278.36167
8.44025,38.29675,2460283.54167
156.22997,38.55542,2460288.93750
21.96492,38.30470,2460294.54917
325.71458,38.32020,2460300.37667
347.23331,38.29932,2460306.42000
86.56306,38.42151,2460312.67917
264.16904,38.44924,2460319.15417
159.30791,38.55914,2460325.84500
132.47289,38.52227,2460332.75167
183.68048,38.56927,2460339.87417
312.79785,38.34387,2460347.21250
159.61214,38.55900,2460354.76667
84.40711,38.41527,2460362.53667
87.17819,38.42168,2460370.52250
167.93943,38.56436,2460378.72417
326.63238,38.32428,2460387.14167
203.10954,38.55903,2460395.77500
157.44955,38.55494,2460404.62417
189.84209,38.56560,2460413.68917
300.17207,38.37088,2460422.97000
128.15465,38.51157,2460432.46667
34.25974,38.32128,2460442.17917
18.27057,38.30606,2460452.10750
41.46422,38.33164,2460225.79167
119.36047,38.49603,2460226.00750
275.38165,38.41675,2460226.43917
148.96358,38.54419,2460227.08667
100.56149,38.45551,2460227.95000
130.15042,38.51645,2460229.02917
237.79827,38.50012,2460230.32417
62.99713,38.37079,2460231.83500
326.45169,38.31894,2460233.56167
307.69306,38.34820,2460235.50417
6.72120,38.29803,2460237.66250
143.71753,38.53830,2460240.03667
358.72922,38.29674,2460242.62667
291.69580,38.38042,2460245.43250
302.46441,38.35809,2460248.45417
31.00614,38.31575,2460251.69167
197.70559,38.55843,2460255.14500
82.07601,38.41237,2460258.81417
44.53528,38.33475,2460262.69917
84.84576,38.41871,2460266.80000
203.25659,38.55531,2460271.11667
39.30657,38.32596,2460275.64917
313.53872,38.33825,2460280.39750
305.54204,38.35322,2460285.36167
15.32703,38.29992,2460290.54167
163.14109,38.56161,2460295.93750
28.85263,38.31148,2460301.54917
332.60310,38.31183,2460307.37667
354.12015,38.29661,2460313.42000
93.46205,38.43781,2460319.67917
271.06911,38.43352,2460326.15417
166.21940,38.56445,2460332.84500
139.38117,38.53381,2460339.75167
190.59256,38.56775,2460346.87417
319.68809,38.33271,2460354.21250
166.52368,38.56416,2460361.76667
91.30573,38.43142,2460369.53667
94.07734,38.43788,2460377.52250
174.85143,38.56710,2460385.72417
333.52069,38.31597,2460394.14167
210.02048,38.55204,2460402.77500
164.36092,38.56044,2460411.62417
196.75392,38.56213,2460420.68917
307.06442,38.35700,2460429.97000
135.06232,38.52379,2460439.46667
41.14875,38.33075,2460449.17917
25.15782,38.31151,2460459.10750
48.35439,38.34264,2460232.79167
126.26632,38.50957,2460233.00750
282.27928,38.40111,2460233.43917
155.87393,38.55188,2460234.08667
107.46352,38.47107,2460234.95000
137.05821,38.52828,2460236.02917
244.70394,38.48641,2460237.32417
69.89101,38.38531,2460238.83500
333.34028,38.31068,2460240.56167
314.58437,38.33609,2460242.50417
13.60808,38.30056,2460244.66250
150.62727,38.54730,2460247.03667
5.61584,38.29711,2460249.62667
298.59003,38.36591,2460252.43250
309.35661,38.34511,2460255.45417
37.89486,38.32458,2460258.69167
204.61685,38.55313,2460262.14500
88.97393,38.42845,2460265.81417
51.42582,38.34645,2460269.69917
91.74434,38.43480,2460273.80000
210.16745,38.54865,2460278.11667
46.19631,38.33666,2460282.64917
320.42893,38.32733,2460287.39750
312.43355,38.34071,2460292.36167
22.21424,38.30486,2460297.54167
170.05275,38.56586,2460302.93750
35.74099,38.31989,2460308.54917
339.49090,38.30527,2460314.37667
1.00671,38.29576,2460320.42000
100.36258,38.45391,2460326.67917
277.96762,38.41762,2460333.15417
173.13121,38.56782,2460339.84500
146.29056,38.54397,2460346.75167
197.50428,38.56433,2460353.87417
326.57726,38.32285,2460361.21250
173.43554,38.56731,2460368.76667
98.20582,38.44762,2460376.53667
100.97810,38.45397,2460384.52250
181.76354,38.56792,2460392.72417
340.40821,38.30932,2460401.14167
216.93055,38.54333,2460409.77500
171.27273,38.56415,2460418.62417
203.66540,38.55667,2460427.68917
313.95554,38.34434,2460436.97000
141.97105,38.53468,2460446.46667
48.03867,38.34178,2460456.17917
32.04571,38.31883,2460466.10750
55.24557,38.35497,2460239.79167
133.17341,38.52217,2460240.00750
289.17552,38.38578,2460240.43917
162.78493,38.55799,2460241.08667
114.36694,38.48613,2460241.95000
143.96699,38.53877,2460243.02917
251.60822,38.47197,2460244.32417
76.78636,38.40050,2460245.83500
340.22809,38.30422,2460247.56167
321.47444,38.32527,2460249.50417
20.49515,38.30497,2460251.66250
157.53782,38.55478,2460254.03667
12.50265,38.29935,2460256.62667
305.48288,38.35242,2460259.43250
316.24749,38.33333,2460262.45417
44.78436,38.33501,2460265.69167
211.52754,38.54621,2460269.14500
95.87340,38.44454,2460272.81417
58.31751,38.35953,2460276.69917
98.64439,38.45097,2460280.80000
217.07750,38.54036,2460285.11667
53.08713,38.34886,2460289.64917
327.31815,38.31775,2460294.39750
319.32396,38.32957,2460299.36167
29.10190,38.31172,2460304.54167
176.96469,38.56830,2460309.93750
42.63027,38.32998,2460315.54917
346.37810,38.30037,2460321.37667
7.89334,38.29686,2460327.42000
107.26466,38.46982,2460333.67917
284.86459,38.40206,2460340.15417
180.04332,38.56926,2460346.84500
153.20075,38.55247,2460353.75167
204.41568,38.55899,2460360.87417
333.46559,38.31468,2460368.21250
180.34769,38.56860,2460375.76667
105.10749,38.46350,2460383.53667
107.88033,38.46970,2460391.52250
188.67568,38.56669,2460399.72417
347.29528,38.30446,2460408.14167
223.83983,38.53301,2460416.77500
178.18482,38.56580,2460425.62417
210.57624,38.54950,2460434.68917
320.84555,38.33285,2460443.97000
148.88084,38.54400,2460453.46667
54.92976,38.35404,2460463.17917
38.93436,38.32772,2460473.10750
62.13802,38.36847,2460246.79167
140.08166,38.53343,2460247.00750
296.07020,38.37110,2460247.43917
169.69647,38.56221,2460248.08667
121.27185,38.50051,2460248.95000
150.87681,38.54780,2460250.02917
258.51112,38.45676,2460251.32417
83.68310,38.41627,2460252.83500
347.11539,38.29946,2460254.56167
328.36363,38.31595,2460256.50417
27.38279,38.31123,2460258.66250
164.44902,38.56043,2460261.03667
19.38965,38.30356,2460263.62667
312.37447,38.33988,2460266.43250
323.13740,38.32287,2460269.45417
51.67499,38.34681,2460272.69167
218.43744,38.53751,2460276.14500
102.77438,38.46061,2460279.81417
65.21049,38.37357,2460283.69917
105.54604,38.46685,2460287.80000
223.98671,38.53043,2460292.11667
59.97911,38.36214,2460296.64917
334.20649,38.30987,2460301.39750
326.21328,38.31975,2460306.36167
35.99035,38.32019,2460311.54167
183.87678,38.56871,2460316.93750
49.52049,38.34145,2460322.54917
353.26492,38.29744,2460328.37667
14.78007,38.29984,2460334.42000
114.16823,38.48507,2460340.67917
291.76005,38.38680,2460347.15417
186.95536,38.56876,2460353.84500
160.11177,38.55931,2460360.75167
211.32636,38.55184,2460367.87417
340.35316,38.30810,2460375.21250
187.25976,38.56786,2460382.76667
112.01061,38.47896,2460390.53667
114.78411,38.48486,2460398.52250
195.58757,38.56361,2460406.72417
354.18188,38.30142,2460415.14167
230.74794,38.52120,2460423.77500
185.09701,38.56561,2460432.62417
217.48639,38.54050,2460441.68917
327.73457,38.32296,2460450.97000
155.79139,38.55173,2460460.46667
61.82201,38.36755,2460470.17917
45.82398,38.33827,2460480.10750
69.03171,38.38292,2460253.79167
146.99093,38.54338,2460254.00750
302.96360,38.35717,2460254.43917
176.60832,38.56467,2460255.08667
128.17803,38.51394,2460255.95000
157.78736,38.55517,2460257.02917
265.41249,38.44125,2460258.32417
90.58143,38.43228,2460259.83500
354.00225,38.29668,2460261.56167
335.25188,38.30825,2460263.50417
34.27099,38.31925,2460265.66250
171.36068,38.56439,2460268.03667
26.27718,38.30951,2460270.62667
319.26489,38.32872,2460273.43250
330.02623,38.31395,2460276.45417
58.56669,38.35990,2460279.69167
225.34644,38.52739,2460283.14500
109.67691,38.47621,2460286.81417
72.10485,38.38858,2460290.69917
112.44912,38.48235,2460294.80000
230.89481,38.51918,2460299.11667
66.87243,38.37656,2460303.64917
341.09416,38.30360,2460308.39750
333.10177,38.31161,2460313.36167
42.87962,38.33036,2460318.54167
190.78877,38.56730,2460323.93750
56.41192,38.35427,2460329.54917
0.15151,38.29631,2460335.37667
21.66723,38.30474,2460341.42000
121.07325,38.49968,2460347.67917
298.65409,38.37232,2460354.15417
193.86736,38.56630,2460360.84500
167.02327,38.56422,2460367.75167
218.23634,38.54294,2460374.87417
347.24024,38.30338,2460382.21250
194.17176,38.56522,2460389.76667
118.91524,38.49365,2460397.53667
121.68922,38.49925,2460405.52250
202.49912,38.55852,2460413.72417
1.06839,38.30034,2460422.14167
237.65498,38.50810,2460430.77500
192.00909,38.56335,2460439.62417
224.39557,38.52999,2460448.68917
334.62274,38.31455,2460457.97000
162.70269,38.55763,2460467.46667
68.71568,38.38195,2460477.17917
52.71463,38.35013,2460487.10750
75.92688,38.39815,2460260.79167
153.90112,38.55167,2460261.00750
309.85560,38.34431,2460261.43917
183.52033,38.56514,2460262.08667
135.08553,38.52627,2460262.95000
164.69863,38.56082,2460264.02917
272.31236,38.42542,2460265.32417
97.48121,38.44843,2460266.83500
0.88893,38.29569,2460268.56167
342.13956,38.30226,2460270.50417
41.16009,38.32887,2460272.66250
178.27262,38.56635,2460275.03667
33.16524,38.31732,2460277.62667
326.15430,38.31887,2460280.43250
336.91437,38.30666,2460283.45417
65.45975,38.37401,2460286.69167
232.25434,38.51577,2460290.14500
116.58087,38.49134,2460293.81417
79.00062,38.40413,2460297.69917
119.35370,38.49709,2460301.80000
237.80180,38.50657,2460306.11667
73.76713,38.39168,2460310.64917
347.98127,38.29926,2460315.39750
339.98946,38.30507,2460320.36167
49.76993,38.34184,2460325.54167
197.70054,38.56384,2460330.93750
63.30456,38.36812,2460336.54917
7.03810,38.29721,2460342.37667
28.55484,38.31140,2460348.42000
127.97957,38.51320,2460354.67917
305.54674,38.35857,2460361.15417
200.77892,38.56189,2460367.84500
173.93524,38.56729,2460374.75167
225.14528,38.53252,2460381.87417
354.12690,38.30042,2460389.21250
201.08333,38.56057,2460396.76667
125.82119,38.50750,2460404.53667
128.59574,38.51262,2460412.52250
209.41005,38.55166,2460420.72417
7.95481,38.30117,2460429.14167
244.56064,38.49391,2460437.77500
198.92089,38.55925,2460446.62417
231.30373,38.51794,2460455.68917
341.51024,38.30799,2460464.97000
169.61443,38.56173,2460474.46667
75.61071,38.39720,2460484.17917
59.60652,38.36330,2460494.10750
82.82343,38.41393,2460267.79167
160.81201,38.55840,2460268.00750
316.74649,38.33257,2460268.43917
190.43229,38.56383,2460269.08667
141.99407,38.53730,2460269.95000
171.61025,38.56466,2460271.02917
279.21069,38.40976,2460272.32417
104.38258,38.46431,2460273.83500
7.77555,38.29675,2460275.56167
349.02661,38.29810,2460277.50417
48.05006,38.34001,2460279.66250
185.18467,38.56651,2460282.03667
40.05418,38.32670,2460284.62667
333.04280,38.31072,2460287.43250
343.80177,38.30116,2460290.45417
72.35411,38.38904,2460293.69167
239.16107,38.50306,2460297.14500
123.48626,38.50554,2460300.81417
85.89792,38.42023,2460304.69917
126.25962,38.51100,2460308.80000
244.70743,38.49297,2460313.11667
80.66334,38.40748,2460317.64917
354.86803,38.29665,2460322.39750
346.87667,38.30040,2460327.36167
56.66135,38.35473,2460332.54167
204.61185,38.55859,2460337.93750
70.19862,38.38294,2460343.54917
13.92480,38.29991,2460349.37667
35.44323,38.31979,2460355.42000
134.88718,38.52565,2460361.67917
312.43813,38.34601,2460368.15417
207.69004,38.55562,2460374.84500
180.84729,38.56837,2460381.75167
232.05326,38.52062,2460388.87417
1.01342,38.29946,2460396.21250
207.99445,38.55413,2460403.76667
132.72844,38.52015,2460411.53667
135.50341,38.52480,2460419.52250
216.32029,38.54297,2460427.72417
14.84153,38.30389,2460436.14167
251.46504,38.47881,2460444.77500
205.83222,38.55315,2460453.62417
238.21066,38.50474,2460462.68917
348.39721,38.30313,2460471.97000
176.52656,38.56382,2460481.46667
82.50728,38.41288,2460491.17917
66.49968,38.37743,2460501.10750
89.72157,38.43002,2460274.79167
167.72346,38.56324,2460275.00750
323.63620,38.32227,2460275.43917
197.34404,38.56051,2460276.08667
148.90369,38.54688,2460276.95000
178.52226,38.56662,2460278.02917
286.10751,38.39422,2460279.32417
111.28540,38.47987,2460280.83500
14.66236,38.29962,2460282.56167
355.91342,38.29582,2460284.50417
54.94122,38.35247,2460286.66250
192.09661,38.56464,2460289.03667
46.94401,38.33770,2460291.62667
339.93058,38.30414,2460294.43250
350.68881,38.29744,2460297.45417
79.24999,38.40464,2460300.69167
246.06647,38.48918,2460304.14500
130.39296,38.51884,2460307.81417
92.79675,38.43639,2460311.69917
133.16686,38.52373,2460315.80000
251.61174,38.47839,2460320.11667
87.56100,38.42354,2460324.64917
1.75460,38.29608,2460329.39750
353.76342,38.29750,2460334.36167
63.55409,38.36860,2460339.54167
211.52255,38.55144,2460344.93750
77.09404,38.39840,2460350.54917
20.81185,38.30457,2460356.37667
42.33240,38.32974,2460362.42000
141.79590,38.53663,2460368.67917
319.32834,38.33458,2460375.15417
214.60036,38.54761,2460381.84500
187.75947,38.56752,2460388.75167
238.95992,38.50748,2460395.87417
7.89988,38.30034,2460403.21250
214.90477,38.54587,2460410.76667
139.63680,38.53156,2460418.53667
142.41227,38.53558,2460426.52250
223.22961,38.53277,2460434.72417
21.72850,38.30849,2460443.14167
258.36788,38.46303,2460451.77500
212.74291,38.54539,2460460.62417
245.11635,38.49033,2460469.68917
355.28385,38.30030,2460478.97000
183.43876,38.56406,2460488.46667
89.40532,38.42898,2460498.17917
73.39429,38.39250,2460508.10750
96.62117,38.44619,2460281.79167
174.63530,38.56632,2460282.00750
330.52506,38.31343,2460282.43917
204.25535,38.55545,2460283.08667
155.81407,38.55483,2460283.95000
185.43426,38.56666,2460285.02917
293.00283,38.37930,2460286.32417
118.18973,38.49471,2460287.83500
21.54948,38.30450,2460289.56167
2.79999,38.29549,2460291.50417
61.83352,38.36612,2460293.66250
199.00828,38.56101,2460296.03667
53.83497,38.34993,2460298.62667
346.81779,38.29947,2460301.43250
357.57544,38.29566,2460304.45417
86.14731,38.42072,2460307.69167
252.97049,38.47459,2460311.14500
137.30089,38.53080,2460314.81417
99.69715,38.45263,2460318.69917
140.07521,38.53526,2460322.80000
258.51451,38.46326,2460327.11667
94.46025,38.43984,2460331.64917
8.64120,38.29732,2460336.39750
0.65004,38.29660,2460341.36167
70.44816,38.38348,2460346.54167
218.43245,38.54272,2460351.93750
83.99101,38.41437,2460357.54917
27.69940,38.31096,2460363.37667
49.22266,38.34118,2460369.42000
148.70564,38.54620,2460375.67917
326.21756,38.32466,2460382.15417
221.50994,38.53791,2460388.84500
194.67137,38.56464,2460395.75167
245.86536,38.49321,2460402.87417
14.78657,38.30318,2460410.21250
221.81432,38.53602,2460417.76667
146.54625,38.54142,2460425.53667
149.32204,38.54487,2460433.52250
230.13795,38.52099,2460441.72417
28.61611,38.31492,2460450.14167
265.26931,38.44678,2460458.77500
219.65278,38.53582,2460467.62417
252.02060,38.47515,2460476.68917
2.17032,38.29929,2460485.97000
190.35100,38.56225,2460495.46667
96.30497,38.44507,2460505.17917
80.29030,38.40811,2460515.10750
103.52238,38.46219,2460288.79167
181.54732,38.56739,2460289.00750
337.41305,38.30633,2460289.43917
211.16608,38.54851,2460290.08667
162.72522,38.56105,2460290.95000
192.34625,38.56477,2460292.02917
299.89673,38.36497,2460293.32417
125.09539,38.50879,2460294.83500
28.43714,38.31105,2460296.56167
9.68668,38.29704,2460298.50417
68.72723,38.38068,2460300.66250
205.91948,38.55541,2460303.03667
60.72708,38.36346,2460305.62667
353.70461,38.29656,2460308.43250
4.46208,38.29578,2460311.45417
93.04624,38.43691,2460314.69167
259.87300,38.45926,2460318.14500
144.20989,38.54149,2460321.81417
106.59903,38.46846,2460325.69917
146.98465,38.54524,2460329.80000
265.41585,38.44756,2460334.11667
101.36103,38.45591,2460338.64917
15.52800,38.30059,2460343.39750
7.53657,38.29754,2460348.36167
77.34368,38.39891,2460353.54167
225.34143,38.53228,2460358.93750
90.88948,38.43052,2460364.54917
34.58767,38.31916,2460370.37667
56.11397,38.35388,2460376.42000
155.61615,38.55401,2460382.67917
333.10587,38.31619,2460389.15417
228.41840,38.52670,2460395.84500
201.58300,38.55989,2460402.75167
252.76931,38.47815,2460409.87417
21.67356,38.30781,2460417.21250
228.72276,38.52458,2460424.76667
153.45655,38.54976,2460432.53667
156.23271,38.55246,2460440.52250
237.04507,38.50799,2460448.72417
35.50433,38.32308,2460457.14167
272.16911,38.43033,2460465.77500
226.56170,38.52482,2460474.62417
258.92344,38.45920,2460483.68917
9.05682,38.30034,2460492.97000
197.26294,38.55856,2460502.46667
103.20613,38.46112,2460512.17917
87.18787,38.42422,2460522.10750
110.42502,38.47783,2460295.79167
188.45936,38.56667,2460296.00750
344.30050,38.30088,2460296.43917
218.07604,38.54003,2460297.08667
169.63677,38.56548,2460297.95000
199.25785,38.56103,2460299.02917
306.78927,38.35168,2460300.32417
132.00239,38.52172,2460301.83500
35.32546,38.31946,2460303.56167
16.57348,38.30054,2460305.50417
75.62228,38.39605,2460307.66250
212.83005,38.54816,2460310.03667
67.62058,38.37788,2460312.62667
0.59124,38.29567,2460315.43250
11.34870,38.29787,2460318.45417
99.94665,38.45313,2460321.69167
266.77404,38.44366,2460325.14500
151.11983,38.55052,2460328.81417
113.50246,38.48391,2460332.69917
153.89493,38.55368,2460336.80000
272.31557,38.43174,2460341.11667
108.26338,38.47173,2460345.64917
22.41516,38.30559,2460350.39750
14.42333,38.30044,2460355.36167
84.24067,38.41492,2460360.54167
232.24929,38.52053,2460365.93750
97.78954,38.44671,2460371.54917
41.47672,38.32887,2460377.37667
63.00660,38.36767,2460383.42000
162.52739,38.56015,2460389.67917
339.99349,38.30952,2460396.15417
235.32582,38.51411,2460402.84500
208.49397,38.55327,2460409.75167
259.67189,38.46238,2460416.87417
28.56114,38.31433,2460424.21250
235.63017,38.51187,2460431.76667
160.36761,38.55627,2460439.53667
163.14397,38.55828,2460447.52250
243.95096,38.49378,2460455.72417
42.39349,38.33281,2460464.14167
279.06748,38.41387,2460472.77500
233.46952,38.51231,2460481.62417
265.82474,38.44294,2460490.68917
15.94350,38.30324,2460499.97000
204.17452,38.55290,2460509.46667
110.10883,38.47667,2460519.17917
94.08696,38.44040,2460529.10750
117.32920,38.49283,2460302.79167
195.37120,38.56390,2460303.00750
351.18740,38.29737,2460303.43917
224.98508,38.52987,2460304.08667
176.54875,38.56800,2460304.95000
206.16909,38.55540,2460306.02917
313.68057,38.33937,2460307.32417
138.91054,38.53347,2460308.83500
42.21466,38.32936,2460310.56167
23.46078,38.30587,2460312.50417
82.51890,38.41189,2460314.66250
219.73978,38.53913,2460317.03667
74.51544,38.39319,2460319.62667
7.47782,38.29658,2460322.43250
18.23567,38.30177,2460325.45417
106.84864,38.46897,2460328.69167
273.67349,38.42774,2460332.14500
158.03057,38.55796,2460335.81417
120.40730,38.49849,2460339.69917
160.80596,38.56029,2460343.80000
279.21380,38.41582,2460348.11667
115.16713,38.48689,2460352.64917
29.30286,38.31249,2460357.39750
21.31037,38.30515,2460362.36167
91.13923,38.43104,2460367.54167
239.15595,38.50741,2460372.93750
104.69106,38.46264,2460378.54917
48.36679,38.34012,2460384.37667
69.90051,38.38236,2460390.42000
169.43909,38.56429,2460396.67917
346.88052,38.30452,2460403.15417
242.23188,38.50040,2460409.84500
215.40435,38.54491,2460416.75167
266.57285,38.44623,2460423.87417
35.44937,38.32250,2460431.21250
242.53623,38.49794,2460438.76667
167.27920,38.56102,2460446.53667
170.05580,38.56220,2460454.52250
250.85543,38.47877,2460462.72417
49.28357,38.34403,2460471.14167
285.96421,38.39769,2460479.77500
240.37614,38.49872,2460488.62417
272.72454,38.42636,2460497.68917
22.83058,38.30816,2460506.97000
211.08544,38.54554,2460516.46667
117.01299,38.49173,2460526.17917
100.98765,38.45661,2460536.10750
124.23472,38.50700,2460309.79167
202.28268,38.55936,2460310.00750
358.07411,38.29568,2460310.43917
231.89305,38.51841,2460311.08667
183.46079,38.56859,2460311.95000
213.07958,38.54804,2460313.02917
320.57072,38.32848,2460314.32417
145.81979,38.54371,2460315.83500
49.10486,38.34084,2460317.56167
30.34856,38.31304,2460319.50417
89.41696,38.42810,2460321.66250
226.64858,38.52870,2460324.03667
